商品分类,商品id,商品名称,品牌名称,机型,店铺名称,商家名称,商品押金,租赁价格/天,买断价
手机,317816,全新realme真我10s 高刷超清护眼屏 顺丰速发,真我realme,realme 10s,人人租精选商城,临海市彬然通讯设备经营部,1000.00,2.24,1428.00
手机,129230,全新国行realme 真我GT Neo2 全网通5G 未激活,真我realme,realme GT Neo2,维智逹金牌数码,深圳市维智逹贸易有限公司,2999.00,4.65,2974.00
手机,181892,全新国行Realme真我GT Neo3 150W,真我realme,realme GT Neo3,韶关市升派科技有限公司,韶关市升派科技有限公司,2899.00,6.84,3500.00
手机,323834,真我GT Neo5 觉醒光环系统,真我realme,realme GT Neo5,易赁租机,宝应县易赁手机通讯店,3499.00,6.40,3378.70
手机,316019,全新 真我10 Pro+,真我realme,realme 10 Pro+,福州高新区品冠设备租赁服务部,福州高新区品冠设备租赁服务部,2299.00,3.50,2078.70
手机,345776,新品 realme真我GT Neo5 SE,真我realme,realme GT Neo5 SE,享乐租机,三明市享乐数码科技有限公司,2799.00,4.60,2728.00
手机,331062,全新国行Realme 真我10Pro+  3.16,真我realme,realme 10 Pro+,佳丽娜,深圳市信盈通网络科技有限公司,2299.00,3.50,2078.70
手机,303445,全新国行realme真我GT2大师探索版新品 全网通5G原封,真我realme,realme GT2 大师探索版本,人人租精选商城,新沂市坚豆通讯器材店,3999.00,12.46,4548.00
手机,325673,全新真我realme - 真我GT Neo5,真我realme,realme GT Neo5,金熙数码文化,东莞市宇锘文化传播有限公司,3499.00,6.84,4148.00
手机,323602,真我realme - 真我GT Neo5 ,真我realme,realme GT Neo5,优鸽达,厦门市集美区优鸽达通讯设备经营部,3100.00,10.04,3898.00
手机,66234,新品realme真我Q3Pro 6400万三摄智慧闪充,真我realme,realme Q3 Pro,南京科乐数码科技,南京悦鸣数码科技有限公司,1999.00,6.11,2338.00
手机,69763,realme 真我Q3 Pro 全新国行未激活租满即送,真我realme,realme Q3 Pro,意诚租赁,湘阴县意诚手机通信器材经营部,1999.00,4.43,2338.70
手机,75413,realme - 真我GT Neo，全新国行，租满即送,真我realme,realme GT Neo,意诚租赁,湘阴县意诚手机通信器材经营部,2399.00,4.92,2598.70
手机,76132,realme 真我V15 全新国行已激活，租满即送,真我realme,realme V15,意诚租赁,湘阴县意诚手机通信器材经营部,1999.00,5.33,1948.70
手机,77063,realme - 真我GT Neo 闪速版 新品首发闪速登场,真我realme,realme X50m,时分租赁,天长市时分网络科技有限公司,2499.00,5.03,2998.70
手机,77074,realme - 真我V13 5G长续航 耐用大容量,真我realme,realme V13,时分租赁,天长市时分网络科技有限公司,1799.00,3.50,2078.70
手机,77085,realme X7 Pro 至尊版 轻薄双曲面 颜值即正义,真我realme,realme X7 Pro 至尊版,时分租赁,天长市时分网络科技有限公司,2699.00,5.25,3118.70
手机,77138,realme 真我V5 全新国行已激活,真我realme,realme 7i,意诚租赁,湘阴县意诚手机通信器材经营部,1899.00,4.68,2468.70
手机,77768,realme 真我Q2 Pro 全新国行已激活，全网通,真我realme,realme Q2 Pro,意诚租赁,湘阴县意诚手机通信器材经营部,1999.00,4.43,2338.70
手机,79017,realme GT Neo智能手机游戏手机 5G智能拍照,真我realme,realme GT Neo,蓉易购租机商城,四川蓉易购网络科技有限公司,1999.00,4.92,2699.00
手机,79022,realme 真我Q3,真我realme,realme Q3,蓉易购租机商城,四川蓉易购网络科技有限公司,1399.00,3.44,2099.00
手机,88510,全新国行 5G全网通 真我 GT 大师探索版,真我realme,realme GT 大师探索版,曦朗科技,浙江曦朗网络科技有限公司宁波奉化分公司,3199.00,6.75,3768.70
手机,96481,全新realme真我GTNeo闪速版天玑1200游戏手机,真我realme,realme X50m,南京科乐数码科技,南京悦鸣数码科技有限公司,2499.00,7.80,2988.00
手机,105445,realme 真我GT ,真我realme,realme GT,东阳市函函手机店,东阳市函函手机店,2730.00,6.49,3118.00
手机,108850,全新realme真我X7Pro至尊版轻薄双曲面5G手机,真我realme,realme X7 Pro 至尊版,盈通数码科技有限公司,东莞市盈讯电子商务有限公司,2588.00,6.62,3119.00
手机,108858,全新realme真我GT高通骁龙888 5G手机,真我realme,realme GT,盈通数码科技有限公司,东莞市盈讯电子商务有限公司,3145.00,8.34,3769.00
手机,108917,新款Realme真我GTNeo2骁龙870GT Neo2手机,真我realme,realme GT Neo2,租亿台,湖南七隆租信息科技有限公司,2999.00,5.88,0.00
手机,108952,全新realme GT 真我GT 大师探索版5G手机,真我realme,realme GT 大师探索版,盈通数码科技有限公司,东莞市盈讯电子商务有限公司,3508.00,9.00,3769.00
手机,109614,全新正品realme真我GT大师探索版120H三星曲面屏手机,真我realme,realme GT 大师探索版,租亿台,湖南七隆租信息科技有限公司,3199.00,7.14,0.00
手机,109623,性价比之王realme 真我GTNeo闪速版索尼6万主摄手机,真我realme,realme GT Neo 闪速版,租亿台,湖南七隆租信息科技有限公司,2299.00,4.68,0.00
手机,114301,realme 真我V15 6400万像素 50W闪充游戏手机,真我realme,realme 7i,蓉易购租机商城,四川蓉易购网络科技有限公司,1999.00,5.34,1949.00
手机,120558,RealmeGTNEO2 全新旗舰机,真我realme,realme GT Neo2,向阳租机,昌乐县向阳通讯器材经营部,2799.00,5.77,2858.00
手机,125346,全新realme 真我GT 大师版 骁龙778G  全网通,真我realme,realme GT 大师版,玉林盛科技,深圳市玉林盛科技有限公司,2599.00,4.93,2879.00
手机,125389,全新realme 真我X7 Pro 至尊版 全网通,真我realme,realme X7 Pro 至尊版,玉林盛科技,深圳市玉林盛科技有限公司,2699.00,6.65,3508.70
手机,132537,全新国行 5G全网通 真我GT Neo 闪速版,真我realme,realme GT Neo 闪速版,曦朗科技,浙江曦朗网络科技有限公司宁波奉化分公司,2499.00,4.60,2728.70
手机,136118,真我Q3s 全新国行 5G全网通 拍照游戏手机,真我realme,realme Q3s,曦朗科技,浙江曦朗网络科技有限公司宁波奉化分公司,1999.00,3.50,2078.70
手机,138642,全新国行 5G全网通 真我Q3i,真我realme,realme Q3i,曦朗科技,浙江曦朗网络科技有限公司宁波奉化分公司,1199.00,2.40,1428.70
手机,146862,真我GT2  大师森 8GB+256GB ,真我realme,realme GT2,东莞市中易数码科技有限公司,东莞市中易数码科技有限公司,3199.00,6.65,3508.00
手机,173910,真我Q2,真我realme,realme Q2,迪麦租赁,上海迪麦网络科技有限公司,1399.00,4.98,1818.70
手机,173915,真我Q3 ,真我realme,realme Q3,迪麦租赁,上海迪麦网络科技有限公司,1599.00,4.98,1818.70
手机,173937,真我Q3 Pro 狂欢版,真我realme,realme Q3 Pro 狂欢版,迪麦租赁,上海迪麦网络科技有限公司,2499.00,4.43,2338.70
手机,173943,真我V3,真我realme,realme V3,迪麦租赁,上海迪麦网络科技有限公司,1599.00,4.98,1818.70
手机,183234,全新realme 真我 Q3s ,真我realme,realme Q3s,鑫敏通讯设备经营部,平阳县鑫敏通讯设备经营部,1430.00,3.39,2073.00
手机,187438,realme 真我 GT Neo2T ,真我realme,realme GT Neo2T,鑫敏通讯设备经营部,平阳县鑫敏通讯设备经营部,1680.00,4.11,2222.00
手机,189001,全新国行 Realme 真我Q3s 5G全网通,真我realme,realme Q3s,容德通讯,莆田市荔城区容德通讯商行,1599.00,3.34,2018.00
手机,189242,全新 国行realme真我GT2Pro全网通,真我realme,realme GT2 Pro,栋耕租机,合肥市蜀山区栋耕日用百货店,7244.00,7.94,4935.00
手机,196208,全新 Realme 真我Q5 全网通5G手机,真我realme,realme Q5,港嘉租赁,深圳市港嘉贸易有限公司,1540.00,2.84,1688.00
手机,209125,全新 国行realme真我 GT Neo2全网通5G未激活,真我realme,realme GT Neo2,栋耕租机,合肥市蜀山区栋耕日用百货店,4019.00,4.63,2974.00
手机,220697, 真我Q5,真我realme,realme Q5,时分租赁,天长市时分网络科技有限公司,1799.00,5.69,2078.70
手机,223914,全新国行 真我Q3s  5G全网通 顺丰包邮,真我realme,realme Q3s,易优租,仙游县鲤南易优租通讯经营部,1900.00,3.01,2338.00
手机,228984,全新realme真我GTNeo3全网通审核快顺丰包邮可买断,真我realme,realme GT Neo3,益租达手机租赁,北京金益福科技有限公司,2400.00,6.23,2940.00
手机,229223,全新realme真我GT2Pro全网通5G审核快包邮可买断,真我realme,realme GT2 Pro,益租达手机租赁,北京金益福科技有限公司,3000.00,7.67,3920.00
手机,230557,全新realme真我GT2Pro骁龙8全网通5G审核快包邮,真我realme,realme GT2 Pro,金益福手机租赁,北京金益福科技有限公司,3000.00,8.21,4000.00
手机,231559,全新realme真我GT2大师探索版新品5G手机,真我realme,realme GT 大师探索版,青县联合通讯门市部,青县联合通讯门市部,3499.00,12.37,4518.00
手机,235179,全新正品realme真我V25 紫禁城国潮联名手机 包邮寄出,真我realme,realme V25,欧可（OK）享租,台州临海市崇光通讯设备租赁服务部,1999.00,4.38,2598.00
手机,236368,全新真我GT 大师探索版 骁龙870,真我realme,realme GT 大师版,易优租,仙游县鲤南易优租通讯经营部,2300.00,7.94,3623.70
手机,248087,真我GT2 骁龙888 120Hz AMOLED畅速屏 全新,真我realme,realme GT2,人人租精选商城,兰西县智尔信租电子科技经营部,2699.00,5.17,3508.00
手机,261411,全新realme 真我V11 手机 全网通5G版 顺丰包邮,真我realme,realme V11,玉林盛科技,深圳市玉林盛科技有限公司,1599.00,2.61,1553.00
手机,261477,全新国行realme 真我GT Neo3 游戏手机5G未激活,真我realme,realme GT Neo3,丽生科技数码,深圳市福田区丽生科技数码商行,2899.00,4.35,2589.00
手机,261495, 全新realme 真我GT Neo闪速版 5G新品游戏手机,真我realme,realme GT Neo 闪速版,乙林租机,东莞市乙林贸易有限公司,2499.00,4.57,2718.00
手机,261578,全新原封 OPPO realme 真我GT2 Pro 5G,真我realme,realme GT2 Pro,租乐购,新野县张正通讯服务店,4999.00,14.95,5458.00
手机,261616,全新 realme真我GT2 全网通5G手机,真我realme,realme GT2,一米优享租机,东莞市凤岗易享租电子科技中心,3199.00,5.87,3495.00
手机,261622,全新 realme真我GT2  骁龙888  5G手机 ,真我realme,realme GT2,乙林租机,东莞市乙林贸易有限公司,3199.00,5.87,3495.00
手机,261659,全新 realme 真我Q3s 骁龙778G 5g手机 ,真我realme,realme Q3s,斯塔克租机,深圳益佳电子商务有限公司,1999.00,3.48,2071.00
手机,261852,全新 realme真我Q5  5G手机,真我realme,realme Q5,乙林租机,东莞市乙林贸易有限公司,1799.00,3.04,1812.00
手机,261910,全新  realme真我Q5i   5G手机,真我realme,realme Q5i,斯塔克租机,深圳益佳电子商务有限公司,1299.00,2.61,1553.00
手机,262493,全新realme 真我GT 大师探索版 包邮寄出,真我realme,realme GT 大师探索版,欧可（OK）享租,台州临海市崇光通讯设备租赁服务部,2899.00,6.30,3754.00
手机,262577,全新 真我GT2 骁龙870 三星E4 120Hz旗舰屏,真我realme,realme GT2,金惠租机,湖南九正电子科技有限公司,3199.00,5.87,3495.00
手机,262609,realme 真我V11 手机 全网通5G版 5000mAh,真我realme,realme V11,租亿台,湖南七隆租信息科技有限公司,1599.00,2.33,1553.00
手机,262625,realme真我Q5 Pro 80W超速闪充 骁龙870手机,真我realme,realme Q5 Pro,租亿台,湖南七隆租信息科技有限公司,2299.00,4.57,2718.00
手机,262634,realme 真我GT2 骁龙888 120Hz 手机,真我realme,realme GT2,租亿台,湖南七隆租信息科技有限公司,3199.00,5.87,3495.00
手机,262871,真我realme真我V13 双5G 超大电池 90Hz手机,真我realme,realme V13,租亿台,湖南七隆租信息科技有限公司,1799.00,3.48,2071.00
手机,263102,全新新品真我 realme GT2Pro 顺丰包邮速发,真我realme,realme GT2 Pro,真爱租苹果小米红米手机店,合肥市庐阳区娟庆日用百货经营部,2999.00,6.35,3768.70
手机,263209,全新realme真我GTNeo闪速版天玑1200电竞屏手机,真我realme,realme GT Neo 闪速版,中意立诚,龙岩市中意立诚电子商务有限公司,2499.00,4.57,2718.00
手机,268001,全新realme真我GT大师版65W智慧闪充 顺丰速发,真我realme,realme GT 大师版,苏小租,镜湖区斌斌玲通讯设备经营部,1999.00,4.10,2598.00
手机,290643,真我手机realme真我V25 紫禁城国潮联名手机 顺丰包邮,真我realme,realme V25,租机畅享生活,丰县巨儒玩具中心,1999.00,5.47,2598.00
手机,303446,全新国行realme真我GTNeo3 新品 全网通5G原封,真我realme,realme GT Neo3,人人租精选商城,新沂市坚豆通讯器材店,2899.00,9.25,3378.00
手机,306126,realme真我10 超大内存 5000mAh大电池,真我realme,realme 10,万杰数码平板专营店,深圳市福田区万豪手机通讯工作室,1000.00,2.46,1300.00
手机,306479,全新realme真我Q5i 超速芯生 冲啊 包邮顺丰速发,真我realme,realme Q5i,人人租精选商城,镜湖区斌斌玲通讯设备经营部,1199.00,2.56,1558.00
手机,308740,全新 真我GT,真我realme,realme GT,深圳市合睿源商贸有限公司,深圳市合睿源商贸有限公司,3399.00,7.44,4418.00
手机,312433, 真我10s 5G疾速芯,真我realme,realme 10s,妗媛租机,上海妗媛网络科技有限公司,1299.00,3.91,1428.70
手机,312504,realme真我GT Neo3独立显示芯片 5G游戏手机,真我realme,realme GT Neo3,蓉易购租机商城,四川蓉易购网络科技有限公司,2899.00,6.65,3508.70
手机,314290,全新国行 真我realme Q5 6nm骁龙5G芯 ,真我realme,realme Q5,潮品租,广州市乐玄科技有限公司,1800.00,5.51,2014.60
手机,314303,全新国行 真我realme Q5 Pro 骁龙870处理器 ,真我realme,realme Q5 Pro,潮品租,广州市乐玄科技有限公司,2200.00,7.24,2645.40
手机,314312,全新国行 真我realme Q3Pro狂欢版 ,真我realme,realme Q3 Pro 狂欢版,潮品租,广州市乐玄科技有限公司,2200.00,7.54,2755.00
手机,317927,全新realme真我Q5i 超速芯生 冲啊 包邮顺丰速发,真我realme,realme Q5i,人人租精选商城,临海市彬然通讯设备经营部,1000.00,2.54,1558.00
手机,323811,真我10s 5G疾速芯,真我realme,realme 10s,易赁租机,宝应县易赁手机通讯店,1099.00,3.91,1428.70
手机,331284,全新realme 真我GT2大师探索版,真我realme,realme GT2 大师探索版本,柠柠电子租赁服务部,闽侯县上街镇张艳珍电子产品商店,3999.00,8.76,5196.00
手机,332745,国行正版 realme真我10 Pro 120Hz超窄天际屏,真我realme,realme 10 Pro,铁刃服务,新沂市铁刃信息技术服务部,1200.00,5.67,2070.00
手机,332866,真我10Pro,真我realme,realme 10 Pro,漳州市新诚通讯,漳州市芗城区新诚通讯器材店,1599.00,4.98,1818.70
手机,335685,全新realme真我Q5 120hz高刷屏 顺丰速发,真我realme,realme Q5,高和数码,温岭市泽国高和数码产品商行,1399.00,2.98,1818.00
手机,338295,3.真我GT2大师探索版,真我realme,realme GT2 大师探索版本,达达租机,太原市小店区宏盛昌达电子产品经销部,3799.00,9.36,4935.00
手机,341164,3.真我GT2大师探索版,真我realme,realme GT2 大师探索版本,恒远数码,太原市万柏林区潮聚数码店,3799.00,9.36,4935.00
手机,343576,全新国行realme真我GT2大师探索版新品 全网通5G原封,真我realme,realme GT2 大师探索版本,品胜,新沂市康迅通讯设备经营部,3999.00,12.46,4548.70
手机,353870,全新 realme 真我10Pro 一亿大像素 超窄天际屏,真我realme,realme 10 Pro,真我品牌租赁店铺,广州人人租供应链服务有限公司,1599.00,3.53,1818.70
手机,208402,全新国行realme 真我GT Neo3 游戏手机5G未激活,真我realme,realme GT Neo3,维智逹金牌数码,深圳市维智逹贸易有限公司,2899.00,5.03,2988.00
手机,222965,真我手机realme真我V25 紫禁城国潮联名手机 顺丰包邮,真我realme,realme V25,泽国数码店,丰县泽国恒亚数码产品店,1999.00,4.38,2598.00
手机,223355,全新正品真我GT Neo3 150W光速秒充 独立显示芯片,真我realme,realme GT Neo3,泽国数码店,丰县泽国恒亚数码产品店,2899.00,5.03,2988.00
手机,208562,OPPO realme 真我 V11s 5G  学生工作备用,真我realme,realme V11s,天语租机,北京茗飞设备租赁中心,961.00,3.15,1345.00
手机,259207,realme 真我 X7 Pro120Hz柔性全面屏轻薄旗舰,真我realme,realme X7 Pro,大红门租机,北京创杰设备租赁有限公司,1182.00,3.88,1598.00
手机,214548, realme真我V15 游戏机 真我 v15,真我realme,realme V15,短租王,北京茗飞设备租赁中心,1038.00,2.80,1350.00
手机,211416,95新真我GT Neo2 骁龙870  120Hz旗舰屏,真我realme,realme GT Neo2,乙林租机,东莞市乙林贸易有限公司,2145.00,3.90,2475.00
手机,145539,realme 真我V15  双模5g手机,真我realme,realme V15,云上租赁,北京华启时代科技有限公司,1150.00,3.78,1495.00
手机,214456,realme 真我GTNeo 游戏手机 5G手机,真我realme,realme GT Neo,短租王,北京茗飞设备租赁中心,1539.00,4.11,2000.00
手机,264981, 99新realme 真我GT 大师探索版 双模5g手机,真我realme,realme GT 大师探索版,一米优享租机,东莞市凤岗易享租电子科技中心,1880.00,4.89,2914.00
手机,296458,95新 真我GT大师探索版 骁龙870 65W超级闪充,真我realme,realme GT 大师探索版,人人租精选商城,深圳市福田区玄月电子商行,1700.00,3.46,2380.00
手机,310741,95新真我 realme GT 大师探索版  全网通5G,真我realme,realme GT 大师探索版,蓝洲科技,北京蓝洲科技有限公司,1750.00,4.63,2325.00
手机,343187,真我Q3 Pro 120Hz屏幕刷新率 ,真我realme,realme Q3 Pro,短租王,北京茗飞设备租赁中心,1999.00,4.38,0.00
手机,312034,95新 真我realme GT 全网通5G手机审核快包邮,真我realme,realme GT,亮剑租赁,北京黄定民商贸中心,1500.00,3.28,2699.00
手机,214613,oppo真我Q2i  5G手机  双卡双待 国行机 9新,真我realme,realme Q2i,短租王,北京茗飞设备租赁中心,871.00,2.43,1219.00
手机,343191,真我10 Pro 二手手机 5G全网通,真我realme,realme 10 Pro,短租王,北京茗飞设备租赁中心,1299.00,4.65,0.00
手机,231684, 95新真我GT Neo2 骁龙870 120Hz旗舰屏,真我realme,realme GT Neo2,斯塔克租机,深圳益佳电子商务有限公司,2145.00,3.90,2475.00
手机,15923,realme - V5  5G 全面屏 闪充手机,真我realme,realme V5,晟帆租机,北京晟帆通讯设备中心,1499.00,4.10,1499.00
手机,103023,realme 真我GT Neo,真我realme,realme GT Neo,晟帆租机,北京晟帆通讯设备中心,1990.00,5.45,2190.00
手机,121681,realme 真我Q3i 全网通 5G手机 ,真我realme,realme Q3i,晟帆租机,北京晟帆通讯设备中心,1263.00,3.46,1468.00
手机,122423,二手95新 真我GT Neo 5G全网通天玑1200游戏手机,真我realme,realme GT Neo,易捷租机,涞源鲲淼科技城,1449.00,4.28,2173.50
手机,126214,realme 真我GT 5G 骁龙888 120Hz屏幕,真我realme,realme GT,云上租赁,北京华启时代科技有限公司,1982.00,6.51,2577.00
手机,130076,realme真我V5 5G手机,真我realme,realme V5,云上租赁,北京华启时代科技有限公司,1006.00,3.01,1307.80
手机,130303,realme 真我GT Neo闪速版  双模5g手机,真我realme,realme GT Neo 闪速版,云上租赁,北京华启时代科技有限公司,1772.00,5.82,2303.60
手机,137594,95新 真我realme GT 国行 全网通 双卡双待 5G,真我realme,realme GT,中恒华启,深圳市中恒华启科技有限公司,1700.00,4.64,2999.00
手机,208716,realme 真我GTNeo 天玑1200旗舰芯 5G手机,真我realme,realme GT Neo,天语租机,北京茗飞设备租赁中心,1539.00,4.21,2000.00
手机,209050,OPPOrealme真我x7 5G手机  双卡双待,真我realme,realme X7,短租王,北京茗飞设备租赁中心,983.00,2.68,1376.00
手机,209592,真我V15 6400万像素 50W智慧闪充,真我realme,realme V15,天语租机,北京茗飞设备租赁中心,1038.00,2.84,1349.00
手机,225189,realme真我X7Pro 5G 安卓智能游戏全面屏拍照 ,真我realme,realme X7 Pro,云上租赁,北京华启时代科技有限公司,1304.00,4.28,1695.00
手机,248095, realme 真我X2 Pro 变焦四摄拍照安卓智能游戏,真我realme,realme X2 Pro,大红门租机,北京创杰设备租赁有限公司,1038.00,3.23,1401.00
手机,248116,realme 真我Q2i 智能5G ,真我realme,realme Q2i,大红门租机,北京创杰设备租赁有限公司,739.00,2.43,998.00
手机,250357, realme 真我GTNeo 天玑1200旗舰芯 5G,真我realme,realme GT Neo,大红门租机,北京创杰设备租赁有限公司,1438.00,4.72,1941.00
手机,250364, realme 真我GT Neo2T 游戏手机 天玑1200,真我realme,realme V15,大红门租机,北京创杰设备租赁有限公司,1104.00,3.63,1491.00
手机,250365, realme 真我Q2 4800万像素 120Hz畅速屏 ,真我realme,realme Q2,大红门租机,北京创杰设备租赁有限公司,893.00,2.94,1206.00
手机,264939,99新realme 真我GT 大师探索版 双模5g手机,真我realme,realme GT 大师探索版,斯塔克租机,深圳益佳电子商务有限公司,1880.00,4.89,2914.00
手机,264941,99新realme 真我GT 大师版 5G轻薄游戏手机,真我realme,realme GT 大师版,斯塔克租机,深圳益佳电子商务有限公司,1330.00,3.46,2062.00
手机,308771,企业专供  真我10Pro 短租测试,真我realme,realme 10 Pro,新机侠,深圳市百世其昌科技有限公司,1600.00,7.11,0.00
手机,310738,95新真我 realme GT Neo2全网通5G手机,真我realme,realme GT Neo2,蓝洲科技,北京蓝洲科技有限公司,1700.00,4.48,2250.00
手机,321413,realme真我GT Neo3 天玑8100 80W光速秒充,真我realme,realme GT Neo3,短租王,北京茗飞设备租赁中心,1999.00,6.57,2638.00
手机,351990,realme 真我GT Neo5 144Hz 1.5K直屏 ,真我realme,realme GT Neo5,大红门租机,北京创杰设备租赁有限公司,2039.00,9.99,4098.00
手机,353753,realme 真我Q2 Pro 4800万四摄 超轻超薄,真我realme,realme Q2 Pro,大红门租机,北京创杰设备租赁有限公司,1005.00,3.30,1356.00
手机,260933,全新国行 联想拯救者Y90 全网通 5G 电竞游戏手机,联想,联想 拯救者Y90,商家精选,广州研趣信息科技有限公司,4499.00,7.18,4272.00
手机,260937,联想拯救者 Y70  新品上市 包邮 全网通 5G,联想,联想拯救者 Y70,商家精选,广州研趣信息科技有限公司,3999.00,5.87,3495.00
手机,262488,全新 联想拯救者Y70 性能手机骁龙8+Gen1霜刃M散热,联想,联想拯救者 Y70,鑫敏通讯设备经营部,平阳县鑫敏通讯设备经营部,3210.00,5.87,3495.00
手机,297141,游戏者的福音 全新联想Lenovo拯救者Y70游戏性能手机,联想,联想拯救者 Y70,想租就租,郴州市苏仙区创我科技有限公司,3199.00,5.61,3399.00
手机,261349,全新国行联想 拯救者 电竞手机Y90 为游戏而生,联想,联想 拯救者Y90,陌讯通讯,深圳市陌讯电子设备有限责任公司,4600.00,7.94,4800.00
手机,261230,全新热销联想拯救者Y70性能手机骁龙8+Gen1霜刃M散热,联想,联想拯救者 Y70,联想（lenovo）租赁,郴州市名望电脑科技经营部,3999.00,5.87,3495.00
手机,233597,联想拯救者Y90电竞手机,联想,联想 拯救者Y90,非常享租,临海市老斌通讯设备经营部,4999.00,9.86,5198.70
手机,326321,联想拯救者 Y70,联想,联想拯救者 Y70,麦吉租赁,东莞市常平翎丰网络技术服务部,3799.00,5.47,3248.70
手机,261201,联想拯救者 Y70,联想,联想拯救者 Y70,时分租赁,天长市时分网络科技有限公司,3999.00,6.65,3508.00
手机,263581,全新新品联想拯救者Y70手机电竞游戏手机拍照大屏手机,联想,联想拯救者 Y70,真爱租苹果小米红米手机店,合肥市庐阳区娟庆日用百货经营部,3999.00,5.91,3508.70
手机,330456,联想拯救者 Y70,联想,联想拯救者 Y70,晴天租赁,东莞市常平翎丰网络技术服务部,3799.00,5.47,3248.70
手机,351985,联想 拯救者Y70性能手机,联想,联想拯救者 Y70,九沐优租二店,东莞市常平九沐通讯设备服务部,2799.00,5.34,3248.70
手机,353698,全新 联想拯救者Y70性能手机,联想,联想拯救者 Y70,九沐租赁,东莞市常平九沐通讯设备服务部,2799.00,5.34,3248.70
手机,249330,联想拯救者 Y70  新品上市 包邮,联想,联想拯救者 Y70,向阳租机,昌乐县向阳通讯器材经营部,3299.00,6.40,3378.80
手机,293472,联想拯救者Pro 5G电竞游戏手机,联想,联想拯救者电竞手机Pro,租啊,北京创杰设备租赁有限公司,1900.00,6.02,0.00
手机,149320,联想 Z5S ,联想,联想  Z5S,云上租赁,北京华启时代科技有限公司,550.00,1.37,750.00
手机,89789,联想 Z5S  全网通 双卡双待二手手机,联想,联想  Z5S,首佳租机,北京晟帆通讯设备中心,799.00,1.47,999.00
手机,102293,联想 Z5S  智能全面水滴屏全网通二手手机,联想,联想  Z5S,晟帆租机,北京晟帆通讯设备中心,799.00,1.47,999.00
手机,113531,联想 Z5s  全面屏双摄 全网通4G手机 用机现货,联想,联想  Z5S,方便租,北京华启时代科技有限公司,500.00,1.64,750.00
手机,344319,联想拯救者Y70 144Hz高刷 OLED护眼电竞屏 ,联想,联想拯救者 Y70,人人租精选商城,临海市彬然通讯设备经营部,2000.00,5.28,3267.00
手机,345362,联想 拯救者Y90 骁龙8霜刃散热 四肩键双压感,联想,联想 拯救者Y90,大红门租机,北京创杰设备租赁有限公司,3022.00,10.35,4249.00
手机,208088,联想 z6 青春版 智能拍照游戏手机  骁龙710,联想,联想Z6 青春版,天语租机,北京茗飞设备租赁中心,706.00,2.32,988.40
手机,268945,联想z5s后置AI变焦三摄靓彩渐变玻璃机身学生老人工作备用机,联想,联想  Z5S,租啊,北京创杰设备租赁有限公司,600.00,1.91,0.00
手机,356379,联想拯救者Y70 144Hz高刷 OLED护眼电竞屏 ,联想,联想拯救者 Y70,人人租精选商城,临海市顺顺通讯设备租赁服务部,2000.00,5.28,3267.00
手机,333281, 联想拯救者电竞手机Pro 骁龙865Plus 5G电竞游戏,联想,联想拯救者电竞手机Pro,大红门租机,北京创杰设备租赁有限公司,2135.00,7.02,2883.00
手机,356382,联想拯救者Y70 144Hz高刷 OLED护眼电竞屏 ,联想,联想拯救者 Y70,人人租精选商城,临海市顺顺通讯设备租赁服务部,2000.00,5.28,3267.00
手机,127926,联想Z6青春版 智能拍照游戏手机 骁龙710 大电池长续航,联想,联想Z6 青春版,方便租,北京华启时代科技有限公司,750.00,2.19,900.00
手机,149284,联想 Z6 pro 全网通4G,联想,联想Z6 Pro,云上租赁,北京华启时代科技有限公司,1500.00,4.35,1800.00
手机,272418,联想拯救者电竞手机2pro 骁龙888,联想,联想拯救者2 Pro,晟帆租机,北京晟帆通讯设备中心,2600.00,7.89,3447.00
手机,204870,联想z5s 后置AI变焦三摄 靓彩渐变玻璃机身,联想,联想  Z5S,短租王,北京茗飞设备租赁中心,600.00,1.88,830.00
手机,268943,联想z6青春版 智能拍照游戏手机大电池,联想,联想Z6 青春版,租啊,北京创杰设备租赁有限公司,600.00,1.88,0.00
手机,204863,9新国行机 联想z6青春版 智能拍照游戏手机,联想,联想Z6 青春版,短租王,北京茗飞设备租赁中心,620.00,1.94,826.00
手机,207100,联想 Z5s  备用机,联想,联想  Z5S,天语租机,北京茗飞设备租赁中心,616.00,2.02,801.00
手机,232645,游戏人必备  全新联想拯救者Y70性能手机 5G游戏22款,联想,,联想（lenovo）租赁,郴州市名望电脑科技经营部,3654.00,6.98,3861.00
手机,246369,联想拯救者 Y70  骁龙8+ OLED护眼电竞屏,联想,联想拯救者 Y70,大红门租机,北京创杰设备租赁有限公司,2180.00,7.16,2943.00
手机,248077,联想 z6 青春版 智能拍照游戏手机,联想,联想Z6 青春版,大红门租机,北京创杰设备租赁有限公司,638.00,2.08,861.00
手机,248084,联想 z5s 后置AI变焦三摄 靓彩渐变玻璃机身,联想,联想  Z5S,大红门租机,北京创杰设备租赁有限公司,560.00,1.82,755.00
手机,261208,联想拯救者 Y70,联想,联想拯救者 Y70,迪麦租赁,上海迪麦网络科技有限公司,3999.00,6.65,3508.00
手机,340989,摩托罗拉moto edge S30应用骁龙888手机 8成新,联想,,联想（lenovo）租赁,郴州市名望电脑科技经营部,850.00,6.38,1150.00
